Temperature,Weather,Weather_Code,UpperWear_Male,LowerWear_Male,Footwear_Male,UpperWear_Female,LowerWear_Female,Footwear_Female
25,Thunderstorm,1363,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
25,Thunderstorm,1364,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
25,Snow,1365,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
25,Snow,1366,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
25,Snow,1367,Sweater,Jeans,Boots,Sweater,Jeans,Boots
25,Foggy,1368,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
25,Foggy,1369,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
25,Foggy,1370,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
25,Haze,1371,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
25,Haze,1372,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
25,Haze,1373,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
25,Windy,1374,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
25,Windy,1375,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
25,Windy,1376,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
25,Tornado,1377,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
25,Tornado,1378,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
25,Tornado,1379,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
26,Clear,1380,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
26,Clear,1381,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
26,Clear,1382,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
26,Clouds,1383,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
26,Clouds,1384,Polo,Chinos,Loafers,Sweater,Jeans,Boots
26,Clouds,1385,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
26,Rainy,1386,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
26,Rainy,1387,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
26,Rainy,1388,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
26,Drizzle,1389,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
26,Drizzle,1390,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
26,Drizzle,1391,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
26,Thunderstorm,1392,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
26,Thunderstorm,1393,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
26,Thunderstorm,1394,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
26,Snow,1395,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
26,Snow,1396,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
26,Snow,1397,Sweater,Jeans,Boots,Sweater,Jeans,Boots
26,Foggy,1398,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
26,Foggy,1399,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
26,Foggy,1400,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
26,Haze,1401,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
26,Haze,1402,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
26,Haze,1403,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
26,Windy,1404,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
26,Windy,1405,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
26,Windy,1406,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
26,Tornado,1407,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
26,Tornado,1408,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
26,Tornado,1409,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
27,Clear,1410,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
27,Clear,1411,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
27,Clear,1412,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
27,Clouds,1413,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
27,Clouds,1414,Polo,Chinos,Loafers,Sweater,Jeans,Boots
27,Clouds,1415,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
27,Rainy,1416,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
27,Rainy,1417,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
27,Rainy,1418,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
27,Drizzle,1419,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
27,Drizzle,1420,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
27,Drizzle,1421,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
27,Thunderstorm,1422,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
27,Thunderstorm,1423,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
27,Thunderstorm,1424,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
27,Snow,1425,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
27,Snow,1426,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
27,Snow,1427,Sweater,Jeans,Boots,Sweater,Jeans,Boots
27,Foggy,1428,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
27,Foggy,1429,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
27,Foggy,1430,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
27,Haze,1431,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
27,Haze,1432,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
27,Haze,1433,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
27,Windy,1434,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
27,Windy,1435,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
27,Windy,1436,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
27,Tornado,1437,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
27,Tornado,1438,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
27,Tornado,1439,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
28,Clear,1440,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
28,Clear,1441,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
28,Clear,1442,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
28,Clouds,1443,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
28,Clouds,1444,Polo,Chinos,Loafers,Sweater,Jeans,Boots
28,Clouds,1445,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
28,Rainy,1446,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
28,Rainy,1447,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
28,Rainy,1448,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
28,Drizzle,1449,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
28,Drizzle,1450,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
28,Drizzle,1451,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
28,Thunderstorm,1452,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
28,Thunderstorm,1453,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
28,Thunderstorm,1454,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
28,Snow,1455,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
28,Snow,1456,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
28,Snow,1457,Sweater,Jeans,Boots,Sweater,Jeans,Boots
28,Foggy,1458,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
28,Foggy,1459,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
28,Foggy,1460,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
28,Haze,1461,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
28,Haze,1462,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
28,Haze,1463,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
28,Windy,1464,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
28,Windy,1465,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
28,Windy,1466,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
28,Tornado,1467,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
28,Tornado,1468,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
28,Tornado,1469,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
29,Clear,1470,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
29,Clear,1471,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
29,Clear,1472,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
29,Clouds,1473,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
29,Clouds,1474,Polo,Chinos,Loafers,Sweater,Jeans,Boots
29,Clouds,1475,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
29,Rainy,1476,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
29,Rainy,1477,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
29,Rainy,1478,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
29,Drizzle,1479,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
29,Drizzle,1480,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
29,Drizzle,1481,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
29,Thunderstorm,1482,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
29,Thunderstorm,1483,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
29,Thunderstorm,1484,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
29,Snow,1485,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
29,Snow,1486,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
29,Snow,1487,Sweater,Jeans,Boots,Sweater,Jeans,Boots
29,Foggy,1488,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
29,Foggy,1489,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
29,Foggy,1490,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
29,Haze,1491,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
29,Haze,1492,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
29,Haze,1493,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
29,Windy,1494,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
29,Windy,1495,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
29,Windy,1496,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
29,Tornado,1497,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
29,Tornado,1498,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
29,Tornado,1499,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
30,Clear,1500,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
30,Clear,1501,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
30,Clear,1502,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
30,Clouds,1503,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
30,Clouds,1504,Polo,Chinos,Loafers,Sweater,Jeans,Boots
30,Clouds,1505,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
30,Rainy,1506,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
30,Rainy,1507,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
30,Rainy,1508,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
30,Drizzle,1509,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
30,Drizzle,1510,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
30,Drizzle,1511,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
30,Thunderstorm,1512,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
30,Thunderstorm,1513,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
30,Thunderstorm,1514,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
30,Snow,1515,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
30,Snow,1516,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
30,Snow,1517,Sweater,Jeans,Boots,Sweater,Jeans,Boots
30,Foggy,1518,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
30,Foggy,1519,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
30,Foggy,1520,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
30,Haze,1521,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
30,Haze,1522,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
30,Haze,1523,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
30,Windy,1524,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
30,Windy,1525,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
30,Windy,1526,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
30,Tornado,1527,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
30,Tornado,1528,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
30,Tornado,1529,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
31,Clear,1530,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
31,Clear,1531,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
31,Clear,1532,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
31,Clouds,1533,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
31,Clouds,1534,Polo,Chinos,Loafers,Sweater,Jeans,Boots
31,Clouds,1535,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
31,Rainy,1536,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
31,Rainy,1537,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
31,Rainy,1538,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
31,Drizzle,1539,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
31,Drizzle,1540,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
31,Drizzle,1541,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
31,Thunderstorm,1542,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
31,Thunderstorm,1543,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
31,Thunderstorm,1544,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
31,Snow,1545,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
31,Snow,1546,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
31,Snow,1547,Sweater,Jeans,Boots,Sweater,Jeans,Boots
31,Foggy,1548,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
31,Foggy,1549,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
31,Foggy,1550,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
31,Haze,1551,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
31,Haze,1552,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
31,Haze,1553,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
31,Windy,1554,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
31,Windy,1555,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
31,Windy,1556,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
31,Tornado,1557,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
31,Tornado,1558,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
31,Tornado,1559,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
32,Clear,1560,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
32,Clear,1561,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
32,Clear,1562,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
32,Clouds,1563,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
32,Clouds,1564,Polo,Chinos,Loafers,Sweater,Jeans,Boots
32,Clouds,1565,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
32,Rainy,1566,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
32,Rainy,1567,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
32,Rainy,1568,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
32,Drizzle,1569,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
32,Drizzle,1570,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
32,Drizzle,1571,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
32,Thunderstorm,1572,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
32,Thunderstorm,1573,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
32,Thunderstorm,1574,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
32,Snow,1575,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
32,Snow,1576,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
32,Snow,1577,Sweater,Jeans,Boots,Sweater,Jeans,Boots
32,Foggy,1578,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
32,Foggy,1579,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
32,Foggy,1580,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
32,Haze,1581,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
32,Haze,1582,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
32,Haze,1583,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
32,Windy,1584,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
32,Windy,1585,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
32,Windy,1586,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
32,Tornado,1587,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
32,Tornado,1588,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
32,Tornado,1589,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
33,Clear,1590,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
33,Clear,1591,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
33,Clear,1592,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
33,Clouds,1593,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
33,Clouds,1594,Polo,Chinos,Loafers,Sweater,Jeans,Boots
33,Clouds,1595,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
33,Rainy,1596,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
33,Rainy,1597,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
33,Rainy,1598,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
33,Drizzle,1599,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
33,Drizzle,1600,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
33,Drizzle,1601,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
33,Thunderstorm,1602,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
33,Thunderstorm,1603,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
33,Thunderstorm,1604,Sweatshirt,Pants,Rain Boots,Sweater,Pants,Rain Boots
33,Snow,1605,"Coat, Sweater",Pants,Boots,"Coat, Sweater",Pants,Boots
33,Snow,1606,"Parka, Sweater",Pants,Snow Boots,"Parka, Sweater",Pants,Snow Boots
33,Snow,1607,Sweater,Jeans,Boots,Sweater,Jeans,Boots
33,Foggy,1608,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
33,Foggy,1609,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
33,Foggy,1610,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
33,Haze,1611,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
33,Haze,1612,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
33,Haze,1613,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
33,Windy,1614,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
33,Windy,1615,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
33,Windy,1616,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
33,Tornado,1617,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers,"Windbreaker, Long Sleeve Shirt",Jeans,Sneakers
33,Tornado,1618,"Jacket, Long Sleeve Shirt",Pants,Boots,"Jacket, Long Sleeve Shirt",Pants,Boots
33,Tornado,1619,Sweatshirt,Jeans,Boots,Sweatshirt,Jeans,Boots
34,Clear,1620,T-shirt,Shorts,Sandals,T-shirt,Skirt,Sandals
34,Clear,1621,T-shirt,Shorts,Sneakers,Blouse,Skirt,Flats
34,Clear,1622,Polo,Shorts,Loafers,Tank Top,Shorts,Sneakers
34,Clouds,1623,T-shirt,Jeans,Sneakers,Blouse,Jeans,Sneakers
34,Clouds,1624,Polo,Chinos,Loafers,Sweater,Jeans,Boots
34,Clouds,1625,Sweatshirt,Jeans,Boots,T-shirt,Trousers,Loafers
34,Rainy,1626,Long Sleeve Shirt,Pants,Boots,Long Sleeve Shirt,Pants,Boots
34,Rainy,1627,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots,"Raincoat, Long Sleeve Shirt",Pants,Rain Boots
34,Rainy,1628,Hoodie,Jeans,Sneakers,Hoodie,Jeans,Sneakers
34,Drizzle,1629,"Coat, Long Sleeve Shirt",Pants,Boots,"Coat, Long Sleeve Shirt",Pants,Boots
34,Drizzle,1630,"Trench Coat, Long Sleeve Shirt",Pants,Loafers,"Trench Coat, Long Sleeve Shirt",Pants,Heels
34,Drizzle,1631,"Jacket, Long Sleeve Shirt",Jeans,Sneakers,"Jacket, Long Sleeve Shirt",Jeans,Sneakers
34,Thunderstorm,1632,Long Sleeve Shirt,Jeans,Boots,Blouse,Jeans,Boots
34,Thunderstorm,1633,"Waterproof Jacket, Long Sleeve Shirt",Jeans,Boots,"Waterproof Jacket, Blouse",Jeans,Boots
